ID;FULL_NAME;AGE;GENDER
10964;christian jaguar;99;Z
10965;distinguished salamander;98;M
10966;miserable puffin;43;M
10967;following barnacle;61;M
10968;regional lion;77;M
10969;controversial ptarmigan;80;Z
10970;fashionable albatross;91;M
10971;orthodox scorpion;91;Z
10972;only moth;94;M
10973;acute pig;91;M
10974;random mole;75;M
10975;urgent hookworm;39;M
10976;following skunk;60;Z
10977;forthcoming lemming;78;Z
10978;annual swallow;77;M
10979;mutual ostrich;39;Z
10980;potential rhinoceros;54;Z
10981;feminist koala;60;Z
10982;modern falcon;29;M
10983;purple chameleon;67;M
10984;Sound crow;47;Z
10985;brilliant hummingbird;70;M
10986;past mollusk;60;M
10987;formidable capybara;23;Z
10988;bloody hare;24;M
10989;satisfied caterpillar;96;Z
10990;capable python;83;M
10991;wealthy anteater;21;Z
10992;thoughtless deer;42;M
10993;international tarsier;42;Z
10994;entire parrot;79;Z
10995;old quokka;63;M
10996;numerous deer;84;Z
10997;modern raven;46;Z
10998;rare pigeon;37;Z
10999;icy leopard;19;Z
11000;lucky piranha;96;Z
11001;entire gopher;96;M
11002;civilian sturgeon;62;Z
11003;early dog;59;M
11004;giant pinniped;46;M
11005;realistic panther;75;M
11006;profitable vulture;76;Z
11007;good tahr;23;Z
11008;primary primate;72;Z
11009;heavy hummingbird;30;M
11010;suitable bat;36;Z
11011;prepared clownfish;48;Z
11012;scrawny cockroach;99;Z
11013;legal swallow;95;M
11014;economic wombat;26;M
11015;dirty kiwi;60;M
11016;fashionable turtle;99;Z
11017;anxious echidna;15;M
11018;widespread kingfisher;46;Z
11019;plain worm;11;Z
11020;fresh orca;91;M
11021;fierce frog;52;Z
11022;careful starfish;17;Z
11023;extra caribou;28;Z
11024;red cuckoo;87;M
11025;dead vulture;93;Z
11026;vital eagle;28;Z
11027;round caribou;36;M
11028;causal turtle;30;Z
11029;tall lark;70;Z
11030;proud echidna;10;Z
11031;payable dog;17;M
11032;related canid;41;Z
11033;inner mackerel;56;Z
11034;ancient flamingo;26;Z
11035;professional bear;12;M
11036;cheap firefly;16;M
11037;acute turtle;71;M
11038;lazy tortoise;25;Z
11039;apparent raccoon;31;M
11040;melted beetle;42;M
11041;experienced bat;53;Z
11042;loose shrimp;66;Z
11043;frozen dormouse;69;M
11044;hidden gibbon;31;Z
11045;optimistic seahorse;79;M
11046;growing hyena;40;Z
11047;racial caterpillar;52;M
11048;mass yak;84;M
11049;recent mole;93;Z
11050;urgent jay;31;Z
11051;small python;84;Z
11052;agreed heron;59;M
11053;typical emu;53;Z
11054;green woodpecker;14;Z
11055;genetic hornet;33;Z
11056;flexible basilisk;39;Z
11057;flying crayfish;22;Z
11058;convincing crane;16;M
11059;dull donkey;12;Z
11060;permanent panda;12;Z
11061;tame planarian;91;M
11062;current wildcat;22;M
11063;civil muskox;69;Z
11064;clumsy gazelle;92;M
11065;dusty silverfish;37;Z
11066;rear squid;39;Z
11067;wrong xerinae;10;Z
11068;itchy monkey;25;M
11069;unusual narwhal;86;M
11070;grotesque egret;95;M
11071;juicy albatross;76;Z
11072;excess dingo;71;Z
11073;clear landfowl;47;Z
11074;religious otter;53;Z
11075;unpleasant quokka;91;M
11076;fluttering iguana;40;M
11077;new squirrel;84;M
11078;mild damselfly;12;Z
11079;friendly guineafowl;45;Z
11080;deaf ape;47;Z
11081;tight ox;69;Z
11082;superior lemur;24;M
11083;rude duck;90;M
11084;reasonable haddock;55;M
11085;western buzzard;88;M
11086;endless catshark;14;Z
11087;itchy alpaca;88;Z
11088;tory sawfish;54;M
11089;bottom raccoon;98;Z
11090;anxious orca;47;Z
11091;petite aphid;66;M
11092;victorian aardwolf;47;M
11093;crazy hummingbird;74;Z
11094;real rattlesnake;98;M
11095;outer alpaca;39;Z
11096;increased sheep;31;M
11097;medical tiglon;12;M
11098;relieved newt;31;M
11099;payable spoonbill;92;M
11100;individual limpet;95;M
11101;open elk;20;Z
11102;constant swordfish;11;Z
11103;constant chickadee;44;Z
11104;blue eagle;39;Z
11105;slow beetle;35;Z
11106;greasy barnacle;59;M
11107;electric cobra;59;Z
11108;present lynx;26;Z
11109;basic hedgehog;65;M
11110;scrawny flea;50;M
11111;increased whitefish;42;M
11112;traditional octopus;35;M
11113;odd chickadee;58;M
11114;secondary ladybug;47;M
11115;normal chameleon;57;M
11116;funny dragon;35;Z
11117;linear porpoise;37;M
11118;rainy meadowlark;35;Z
11119;beautiful dog;88;M
11120;sorry chinchilla;66;M
11121;helpful tortoise;41;M
11122;tan trout;56;Z
11123;christian cod;13;M
11124;distinguished tiger;74;M
11125;honest newt;29;M
11126;proposed mongoose;32;M
11127;ethical shrew;53;Z
11128;relieved ferret;65;Z
11129;following quelea;38;M
11130;surprising tuna;88;Z
11131;ambitious fish;57;Z
11132;depressed woodpecker;99;Z
11133;isolated wildcat;58;Z
11134;fat unicorn;94;Z
11135;tan yak;59;M
11136;vague goldfish;93;Z
11137;aware lungfish;79;M
11138;young salamander;35;Z
11139;poised camel;95;Z
11140;remarkable tapir;11;M
11141;capitalist lamprey;90;M
11142;revolutionary badger;76;Z
11143;medieval mastodon;50;Z
11144;jealous gibbon;42;M
11145;screeching mollusk;18;M
11146;brainy cattle;12;M
11147;biological planarian;28;M
11148;rural crab;97;Z
11149;hot mackerel;10;M
11150;upper prawn;51;Z
11151;perfect silverfish;29;Z
11152;dangerous sawfish;42;M
11153;greek carp;89;Z
11154;narrow butterfly;28;Z
11155;unacceptable damselfly;90;M
11156;cooing cheetah;88;Z
11157;neutral flyingfish;50;M
11158;famous gull;20;Z
11159;qualified bass;61;M
11160;scientific dingo;56;M
11161;huge sloth;84;Z
11162;estimated gorilla;91;Z
11163;cheap wildebeest;52;Z
11164;married tyrannosaurus;26;Z
11165;sensible mandrill;52;Z
11166;swiss puma;28;M
11167;shaggy pike;17;M
11168;damaged stoat;91;M
11169;raspy sturgeon;35;Z
11170;giant muskox;36;Z
11171;fair hoverfly;50;M
11172;ugly leopard;70;M
11173;proud horse;90;M
11174;sour monkey;74;Z
11175;whole dragon;30;M
11176;distinguished carp;81;Z
11177;various swan;79;Z
11178;zealous tiger;37;M
11179;surprising butterfly;77;Z
11180;kind wasp;45;Z
11181;white kingfisher;67;Z
11182;old anglerfish;94;M
11183;productive peacock;19;Z
11184;very octopus;84;M
11185;military chicken;74;M
11186;gross emu;95;M
11187;arbitrary catshark;15;M
11188;enchanting stoat;17;M
11189;powerful goat;57;Z
11190;permanent prawn;78;M
11191;square manatee;82;M
11192;marked woodpecker;37;M
11193;allied elephant;85;Z
11194;prominent condor;53;M
11195;determined rabbit;49;Z
11196;neat gazelle;75;Z
11197;dangerous angelfish;55;Z
11198;operational dolphin;95;M
11199;related spoonbill;82;Z
11200;embarrassing cattle;11;M
11201;thoughtful silkworm;29;M
11202;low stork;51;Z
11203;bumpy alpaca;45;Z
11204;experienced bird;15;Z
11205;yellow clownfish;94;M
11206;marine leopon;48;M
11207;worrying tapir;33;Z
11208;aesthetic rodent;11;Z
11209;scary baboon;44;Z
11210;numerous cattle;48;M
11211;horizontal wombat;42;Z
11212;brave peacock;26;Z
11213;screeching dormouse;40;Z
11214;vast fox;65;M
11215;sick amphibian;90;M
11216;sudden herring;11;M
11217;legal cattle;91;Z
11218;fuzzy marten;80;M
11219;beneficial felidae;38;M
11220;redundant spoonbill;10;Z
11221;convenient carp;18;Z
11222;extended lynx;88;M
11223;favourite ptarmigan;96;Z
11224;modern asp;71;M
11225;crooked weasel;47;M
11226;above giraffe;32;M
11227;mild jackal;70;Z
11228;magic hummingbird;13;Z
11229;secondary quelea;57;Z
11230;silly rat;37;Z
11231;profitable alpaca;67;M
11232;nervous elephant;59;M
11233;quick grouse;81;Z
11234;constitutional anteater;41;M
11235;comfortable hyena;72;Z
11236;bad angelfish;13;M
11237;principal wasp;10;M
11238;normal mammal;36;M
11239;instant xerinae;33;M
11240;dirty otter;53;M
11241;important chipmunk;76;M
11242;bitter herring;48;Z
11243;purple stingray;62;Z
11244;delicious echidna;52;Z
11245;impressed mollusk;70;Z
11246;global weasel;24;M
11247;semantic sparrow;36;Z
11248;relieved perch;86;M
11249;vague elephant;33;M
11250;creepy beaver;41;Z
11251;shared unicorn;40;M
11252;increased puma;25;M
11253;impressed wildfowl;62;Z
11254;equivalent fowl;99;M
11255;comparable mockingbird;10;Z
11256;confidential dog;97;M
11257;curved horse;70;M
11258;colourful bonobo;94;Z
11259;sacred catfish;31;M
11260;conscious cat;54;Z
11261;unpleasant otter;54;Z
11262;likely firefly;15;M
11263;balanced otter;99;Z
11264;bad cougar;32;M
11265;primitive lemur;49;M
11266;misleading swordfish;29;Z
11267;spotty pig;51;M
11268;used mastodon;31;M
11269;available bovid;88;Z
11270;pretty dolphin;78;M
11271;successful elk;99;M
11272;decent toad;64;M
11273;direct ferret;84;M
11274;victorious cattle;41;Z
11275;very turkey;19;Z
11276;beneficial hedgehog;37;M
11277;wooden guanaco;82;M
11278;western peafowl;21;Z
11279;doubtful mockingbird;16;M
11280;welsh gibbon;96;M
11281;spicy galliform;39;M
11282;adjacent koi;74;Z
11283;total constrictor;20;Z
11284;delicate lobster;24;M
11285;broken clam;21;M
11286;upset rooster;84;M
11287;testy cicada;95;M
11288;mighty wallaby;57;M
11289;creepy wren;16;Z
11290;yellow egret;19;M
11291;comprehensive koi;48;Z
11292;assistant mandrill;95;M
11293;inherent giraffe;69;Z
11294;silent wren;28;Z
11295;harsh dove;52;Z
11296;spare falcon;70;Z
11297;linear moose;11;M
11298;strategic shrimp;12;M
11299;hushed horse;26;M
11300;precious grasshopper;63;Z
11301;active marten;18;M
11302;spotty crayfish;77;Z
11303;encouraging lion;21;M
11304;colourful krill;70;M
11305;close mollusk;56;M
11306;solid dove;27;Z
11307;neutral pinniped;51;M
11308;fond muskox;30;M
11309;electoral carp;22;Z
11310;stingy swallow;36;Z
11311;theoretical llama;52;M
11312;square fox;54;Z
11313;unaware firefly;64;Z
11314;sophisticated possum;19;Z
11315;mushy swallow;64;Z
11316;silent dingo;33;M
11317;feminist ladybug;94;M
11318;zealous walrus;94;Z
11319;shrill cicada;37;Z
11320;clear albatross;51;Z
11321;shiny iguana;69;M
11322;fresh egret;33;Z
11323;level shrimp;81;Z
11324;practical panther;33;Z
11325;happy flyingfish;34;Z
11326;Sound crayfish;22;Z
11327;other locust;89;Z
11328;sleepy alpaca;36;M
11329;wee ptarmigan;91;Z
11330;biological rooster;68;Z
11331;depressed blackbird;16;M
11332;military moose;86;Z
11333;mobile pig;48;M
11334;latin worm;19;Z
11335;irrelevant takin;69;Z
11336;fatal shrimp;92;M
11337;used salamander;45;Z
11338;testy sheep;63;M
11339;mute silkworm;78;Z
11340;alive damselfly;96;Z
11341;daily guanaco;58;M
11342;modern ferret;32;Z
11343;thoughtless rat;24;Z
11344;content puffin;76;Z
11345;loose walrus;35;Z
11346;reliable impala;88;Z
11347;appropriate cod;77;Z
11348;absolute guineafowl;60;Z
11349;sudden hyena;55;M
11350;atomic jellyfish;64;M
11351;gleaming mongoose;54;M
11352;brave felidae;21;M
11353;profound chickadee;14;M
11354;spotty lizard;22;Z
11355;hostile cicada;41;M
11356;rational asp;75;M
11357;handsome antlion;95;M
11358;fat skink;49;M
11359;defeated stingray;13;M
11360;homeless cephalopod;88;M
11361;ethical fowl;30;Z
11362;semantic orangutan;85;M
11363;defensive locust;72;M
11364;fluffy louse;54;Z
11365;high hedgehog;79;Z
11366;chemical baboon;28;Z
11367;short planarian;66;Z
11368;impossible alligator;26;M
11369;sweet slug;97;Z
11370;heavy otter;77;M
11371;cultural otter;13;Z
11372;sorry bee;61;Z
11373;selfish cattle;87;Z
11374;high chimpanzee;35;M
11375;chosen opossum;72;Z
11376;disturbed rhinoceros;14;Z
11377;patient tern;61;Z
11378;confused swallow;10;Z
11379;formal turtle;13;M
11380;purple boa;15;M
11381;confident peafowl;14;Z
11382;clear puma;43;M
11383;generous mink;34;Z
11384;panicky roadrunner;42;M
11385;unknown earwig;65;M
11386;confidential scorpion;63;M
11387;racial cattle;94;M
11388;panicky parrotfish;32;Z
11389;short caribou;23;Z
11390;raw lamprey;66;M
11391;developing buzzard;74;Z
11392;disappointed flyingfish;92;Z
11393;controlled turkey;21;M
11394;homeless beetle;24;M
11395;attractive bobcat;83;Z
11396;historical fowl;62;M
11397;eager hummingbird;25;Z
11398;native puffin;65;Z
11399;preferred koala;89;M
11400;soft limpet;38;Z
11401;vertical zebra;48;Z
11402;naked angelfish;89;Z
11403;horrible badger;33;Z
11404;advisory dragonfly;15;M
11405;principal fish;80;M
11406;husky buzzard;97;Z
11407;likely unicorn;72;M
11408;annual coyote;10;Z
11409;heavy rooster;69;M
11410;plastic bee;87;M
11411;universal chickadee;95;Z
11412;tense meadowlark;11;Z
11413;creative dolphin;69;Z
11414;fat gazelle;21;Z
11415;silly giraffe;84;M
11416;corresponding leech;38;M
11417;massive toucan;18;Z
11418;slim warbler;85;Z
11419;religious mule;78;Z
11420;civic rodent;33;Z
11421;unconscious meadowlark;57;M
11422;thundering hedgehog;37;M
11423;happy dog;89;M
11424;imaginative guanaco;61;Z
11425;wild pinniped;11;M
11426;impossible viper;90;Z
11427;alive cougar;24;M
11428;deep shark;87;Z
11429;shaggy termite;22;Z
11430;horrible donkey;41;M
11431;faithful cat;46;Z
11432;nuclear parakeet;25;Z
11433;comfortable worm;82;M
11434;cruel mockingbird;45;Z
11435;grieving barnacle;62;Z
11436;teenage leopard;91;M
11437;magic yak;82;M
11438;bitter ox;83;M
11439;guilty chameleon;72;M
11440;hidden barnacle;16;Z
11441;amazing albatross;89;Z
11442;instant beetle;57;Z
11443;disciplinary pig;39;Z
11444;competent fish;29;Z
11445;soft lemur;34;Z
11446;cheerful llama;19;Z
11447;helpful sailfish;30;M
11448;outrageous puffin;99;Z
11449;constitutional cow;89;M
11450;grand horse;90;Z
11451;pleased chicken;13;M
11452;noble manatee;55;Z
11453;worthy tyrannosaurus;72;Z
11454;homeless worm;13;M
11455;puzzled gibbon;61;Z
11456;handsome mouse;82;M
11457;grateful jellyfish;20;Z
11458;marxist mackerel;45;M
11459;successful mule;16;Z
11460;rolling tick;11;Z
11461;short hoverfly;40;M
11462;logical kiwi;82;M
11463;shaky porpoise;75;M
11464;open wallaby;86;Z
11465;round tyrannosaurus;88;Z
11466;quaint perch;61;Z
11467;potential dog;95;M
11468;quiet panther;69;M
11469;coloured chinchilla;18;Z
11470;favourite rooster;50;Z
11471;thirsty badger;37;M
11472;anxious echidna;53;Z
11473;labour alpaca;14;Z
11474;passive aphid;72;M
11475;abstract cobra;37;M
11476;experienced loon;61;M
11477;intelligent shrew;59;Z
11478;round falcon;69;Z
11479;crazy quokka;79;Z
11480;fluttering bear;95;Z
11481;regulatory kangaroo;68;Z
11482;relevant mink;94;Z
11483;developing chipmunk;46;Z
11484;fantastic tern;97;M
11485;illegal sailfish;89;Z
11486;empirical worm;91;M
11487;whispering moose;25;M
11488;structural galliform;25;M
11489;particular mink;15;Z
11490;silly porpoise;75;Z
11491;linguistic chicken;81;Z
11492;narrow cardinal;21;Z
11493;terrible porcupine;54;M
11494;active eagle;14;M
11495;magenta silkworm;40;M
11496;innovative pheasant;84;M
11497;yellow unicorn;33;M
11498;informal cattle;60;M
11499;silent silverfish;16;Z
11500;uneven cheetah;78;Z
11501;fair macaw;13;Z
11502;substantial squirrel;87;Z
11503;atomic ptarmigan;59;M
11504;jittery pig;26;M
11505;swiss rabbit;73;Z
11506;moral eagle;29;Z
11507;willing catshark;90;M
11508;great mouse;91;Z
11509;tricky cattle;74;Z
11510;delightful tyrannosaurus;86;M
11511;troubled bear;44;M
11512;wise hedgehog;43;M
11513;constitutional marmot;39;M
11514;average peafowl;61;Z
11515;preliminary ermine;46;Z
11516;angry ostrich;89;Z
11517;light coral;60;M
11518;indirect goldfish;32;Z
11519;principal tarantula;69;Z
11520;painful alpaca;25;M
11521;unacceptable reptile;22;M
11522;eager rhinoceros;32;Z
11523;neighbouring hookworm;71;M
11524;innocent piranha;39;Z
11525;kind whitefish;97;Z
11526;above wildebeest;46;Z
11527;promising salmon;72;Z
11528;linear limpet;23;Z
11529;huge grasshopper;31;M
11530;civic catshark;58;M
11531;monetary hookworm;24;Z
11532;yellow turkey;59;M
11533;current goose;84;M
11534;boring wildebeest;95;Z
11535;unable skink;98;M
11536;negative roadrunner;77;Z
11537;low ostrich;44;M
11538;content dog;99;Z
11539;fragile woodpecker;78;M
11540;cheap orangutan;28;Z
11541;near vicuna;70;M
11542;delightful goldfish;93;M
11543;good grasshopper;30;M
11544;fierce seahorse;67;Z
11545;anonymous pig;28;Z
11546;subsequent kiwi;22;M
11547;steady monkey;50;M
11548;poised boar;14;Z
11549;devoted condor;85;Z
11550;statutory grasshopper;59;M
11551;worried constrictor;32;M
11552;damp stork;34;Z
11553;tame barnacle;75;M
11554;sunny clam;74;M
11555;silly cat;99;M
11556;pink earwig;88;M
11557;good earthworm;43;M
11558;cold spider;74;Z
11559;beautiful dingo;97;Z
11560;solid cobra;93;Z
11561;short junglefowl;68;M
11562;middle coyote;41;Z
11563;helpless reptile;25;M
11564;good condor;99;M
11565;chosen wildcat;66;Z
11566;zealous dog;73;Z
11567;wee frog;41;M
11568;dull heron;33;M
11569;naval skink;22;M
11570;loyal scallop;73;Z
11571;endless leopon;64;Z
11572;governing bandicoot;33;M
11573;mental stingray;24;Z
11574;heavy swallow;14;Z
11575;small kingfisher;17;Z
11576;aesthetic crab;23;Z
11577;pleasant lion;64;Z
11578;weekly takin;50;M
11579;capable quail;15;Z
11580;underlying grouse;60;M
11581;broken mosquito;83;M
11582;male partridge;34;Z
11583;resonant mule;22;M
11584;faint cattle;45;Z
11585;soviet iguana;95;M
11586;huge yak;86;Z
11587;comfortable piranha;45;Z
11588;similar grouse;46;M
11589;frightened wallaby;71;Z
11590;shrill eel;82;M
11591;stiff cephalopod;84;M
11592;striking mackerel;48;M
11593;principal frog;79;Z
11594;civil anaconda;90;M
11595;advisory koi;78;M
11596;fast galliform;61;Z
11597;massive hippopotamus;20;Z
11598;victorian toucan;25;Z
11599;shaggy opossum;88;Z
11600;tense bug;78;M
11601;delicious gazelle;45;Z
11602;coastal tarantula;28;M
11603;cheap giraffe;57;M
11604;uniform tarantula;23;Z
11605;direct worm;13;M
11606;distinguished dog;78;Z
11607;harsh llama;26;M
11608;mechanical basilisk;49;Z
11609;hard planarian;82;Z
11610;linguistic eagle;42;M
11611;rich firefly;45;M
11612;new iguana;27;Z
11613;satisfactory ferret;86;Z
11614;underlying lark;94;M
11615;prior guineafowl;10;M
11616;married tarantula;46;Z
11617;partial buzzard;81;M
11618;encouraging pig;57;M
11619;surprising bass;99;M
11620;native cardinal;75;Z
11621;grateful canid;72;Z
11622;hon snake;51;M
11623;desirable bonobo;12;M
11624;religious lion;46;Z
11625;political earwig;68;Z
11626;peculiar crane;56;M
11627;bad minnow;36;Z
11628;legal gazelle;36;Z
11629;economic rat;69;M
11630;pretty crow;38;Z
11631;anxious catfish;59;M
11632;cautious chickadee;37;Z
11633;late walrus;41;M
11634;overseas moose;61;M
11635;internal reptile;31;M
11636;ordinary llama;11;M
11637;full guineafowl;89;Z
11638;bumpy gazelle;12;M
11639;invisible crow;50;Z
11640;unchanged caribou;64;Z
11641;strange rooster;38;M
11642;envious puma;21;M
11643;adjacent dragonfly;68;Z
11644;unusual salmon;60;M
11645;middle wallaby;96;M
11646;shaky grasshopper;32;Z
11647;weak takin;12;M
11648;wasteful goat;74;M
11649;technical gopher;84;M
11650;cultural wildebeest;81;Z
11651;relaxed pelican;77;M
11652;occupational kite;43;Z
11653;super dog;97;Z
11654;controversial weasel;18;M
11655;domestic bobcat;87;M
11656;electoral fly;85;Z
11657;gross sailfish;14;M
11658;exceptional camel;66;M
11659;moderate mammal;58;Z
11660;central muskox;72;M
11661;amused armadillo;78;M
11662;inevitable echidna;66;M
11663;lesser toad;97;M
11664;unwilling cat;26;M
11665;extended herring;42;M
11666;pleased camel;43;Z
11667;loud goldfish;89;M
11668;roasted snake;62;Z
11669;wicked alpaca;56;Z
11670;wrong tyrannosaurus;42;Z
11671;ordinary lamprey;63;Z
11672;heavy rhinoceros;92;M
11673;petite cat;59;M
11674;defensive duck;47;M
11675;sticky snipe;68;M
11676;sympathetic blackbird;36;M
11677;spatial cheetah;37;M
11678;selective marten;44;M
11679;magnetic angelfish;35;M
11680;polite quail;32;Z
11681;northern magpie;12;Z
11682;nutritious silkworm;46;M
11683;soft tick;10;Z
11684;worried tick;33;Z
11685;remaining minnow;59;M
11686;elegant lizard;72;M
11687;fascinating felidae;64;M
11688;fair gull;45;Z
11689;uptight takin;96;M
11690;civilian wolverine;66;Z
11691;ratty viper;34;M
11692;homely grouse;73;M
11693;regional canidae;23;M
11694;amused magpie;40;Z
11695;various yak;57;Z
11696;considerable shark;23;M
11697;arbitrary whale;21;M
11698;atomic salmon;34;M
11699;vocational cow;40;M
11700;sudden flea;85;Z
11701;experienced otter;94;M
11702;resident gayal;18;M
11703;possible orca;39;Z
11704;burning gorilla;17;Z
11705;purple panther;94;Z
11706;indirect moose;13;M
11707;helpless bonobo;19;Z
11708;cloudy puma;35;M
11709;mid salmon;91;Z
11710;intelligent smelt;86;Z
11711;accused wasp;51;M
11712;lesser toucan;60;M
11713;chosen perch;99;Z
11714;developed cardinal;40;M
11715;native salamander;45;M
11716;related newt;64;M
11717;added alpaca;15;Z
11718;red squirrel;15;Z
11719;future sole;47;Z
11720;feminist rattlesnake;40;Z
11721;good echidna;78;M
11722;upper vicuna;36;Z
11723;used chinchilla;88;Z
11724;naughty rook;91;Z
11725;resident peacock;63;Z
11726;parliamentary snail;22;Z
11727;developing crawdad;54;M
11728;kind wildfowl;34;M
11729;cool dog;65;M
11730;peaceful kiwi;81;Z
11731;exotic crow;28;Z
11732;usual ferret;19;Z
11733;busy impala;10;M
11734;tall orca;29;Z
11735;delighted manatee;53;M
11736;hissing cattle;63;Z
11737;naval grouse;67;Z
11738;concerned squirrel;20;M
11739;better anglerfish;72;Z
11740;aware mouse;31;M
11741;objective ermine;67;M
11742;clean ostrich;70;M
11743;ready sloth;25;M
11744;little horse;42;Z
11745;terrible egret;27;M
11746;rubber rhinoceros;43;Z
11747;conscious impala;42;Z
11748;skinny puffin;82;Z
11749;tasteless reindeer;90;Z
11750;charming toucan;41;M
11751;able cicada;82;M
11752;detailed python;90;Z
11753;alive pigeon;68;M
11754;weekly swift;14;M
11755;filthy capybara;73;Z
11756;unfortunate blackbird;95;M
11757;confused primate;90;M
11758;dark squirrel;73;M
11759;ltd mockingbird;56;Z
11760;orthodox pheasant;87;M
11761;distinctive moose;55;Z
11762;commercial perch;99;M
11763;short guppy;19;M
11764;round ladybug;87;Z
11765;interesting porcupine;85;M
11766;dull silkworm;16;Z
11767;defiant centipede;96;M
11768;happy hippopotamus;90;Z
11769;crude whippet;86;Z
11770;narrow lemming;56;M
11771;combined gorilla;75;Z
11772;hollow dinosaur;70;M
11773;lucky whippet;70;Z
11774;real sparrow;62;M
11775;democratic donkey;24;Z
11776;excellent rattlesnake;93;Z
11777;social fly;67;Z
11778;appropriate felidae;95;Z
11779;respectable blackbird;67;M
11780;bad dragonfly;55;Z
11781;annoyed guppy;65;M
11782;electronic rat;38;M
11783;energetic wildcat;35;M
11784;evolutionary bandicoot;95;Z
11785;faint bat;92;M
11786;heavy zebra;12;M
11787;orange alligator;67;Z
11788;mutual warbler;35;M
11789;soft penguin;91;M
11790;managerial beetle;72;M
11791;chubby thrush;60;Z
11792;puny duck;53;M
11793;fat xerinae;94;M
11794;military llama;30;M
11795;established toucan;68;M
11796;rich gayal;38;Z
11797;electronic impala;26;M
11798;ambitious python;56;Z
11799;weekly wombat;39;M
11800;nice tick;90;M
11801;bright spider;30;M
11802;double marten;14;M
11803;familiar wildebeest;26;M
11804;greek newt;58;Z
11805;foolish asp;35;M
11806;fit caterpillar;94;M
11807;horizontal ape;40;M
11808;local goat;50;Z
11809;defeated crow;97;Z
11810;early impala;80;M
11811;patient dingo;76;Z
11812;enthusiastic lemur;37;Z
11813;tart catshark;99;M
11814;administrative tarantula;85;M
11815;good quail;86;M
11816;bewildered reindeer;91;Z
11817;puzzled bee;65;M
11818;weak rattlesnake;27;Z
11819;shiny hookworm;52;Z
11820;tragic caribou;44;Z
11821;smoggy hornet;68;Z
11822;gradual crow;79;M
11823;ideal heron;16;M
11824;boring haddock;61;M
11825;favourable blackbird;49;Z
11826;federal finch;83;M
11827;imperial wolf;51;Z
11828;unhappy asp;10;Z
11829;dreadful horse;53;Z
11830;social piranha;94;M
11831;economic chipmunk;66;M
11832;jealous aardvark;82;M
11833;wee lemur;52;Z
11834;little guan;32;M
11835;useless rhinoceros;50;Z
11836;clinical flea;85;Z
11837;light bovid;20;Z
11838;soft guineafowl;63;Z
11839;conscious woodpecker;97;M
11840;estimated krill;92;M
11841;slight yak;11;M
11842;open guppy;98;M
11843;consistent bird;17;M
11844;tropical wallaby;99;Z
11845;steep wallaby;88;M
11846;meaningful kangaroo;27;M
11847;intensive mosquito;47;Z
11848;parallel manatee;96;Z
11849;lively tapir;75;M
11850;defeated centipede;39;M
11851;rare bird;47;Z
11852;original bovid;38;Z
11853;impressed silkworm;64;Z
11854;genetic raven;98;M
11855;dry cheetah;98;Z
11856;comfortable sparrow;11;M
11857;upset angelfish;56;Z
11858;different hedgehog;17;Z
11859;uncertain macaw;89;Z
11860;yellow fish;98;M
11861;short swordtail;95;Z
11862;technological bandicoot;93;Z
11863;elegant puffin;14;M
11864;tremendous swan;51;M
11865;silly marsupial;52;Z
11866;cool viper;63;Z
11867;natural shrew;63;M
11868;tense rook;87;M
11869;wicked crocodile;97;M
11870;short moth;23;M
11871;short eel;36;M
11872;disturbing catshark;58;M
11873;melted dinosaur;38;Z
11874;proper guppy;74;Z
11875;new llama;72;Z
11876;busy camel;27;M
11877;afraid swallow;98;M
11878;hostile zebra;67;Z
11879;adorable xerinae;30;M
11880;joint damselfly;82;M
11881;lost meerkat;33;M
11882;courageous reindeer;97;M
11883;ethnic porpoise;59;M
11884;determined wolf;15;M
11885;substantial vole;97;M
11886;prickly earthworm;94;M
11887;uncertain peafowl;40;M
11888;secure clownfish;31;Z
11889;dying emu;82;M
11890;loud tarsier;90;M
11891;prepared lemming;61;Z
11892;inc ferret;71;M
11893;civil wasp;24;Z
11894;hot anaconda;57;Z
11895;wicked yak;17;M
11896;big finch;42;Z
11897;particular blackbird;52;M
11898;efficient cephalopod;18;Z
11899;dying partridge;41;M
11900;inner lizard;89;M
11901;ethical duck;21;Z
11902;bored duck;77;M
11903;bright lion;35;Z
11904;widespread stingray;27;Z
11905;acceptable python;22;Z
11906;dangerous leopard;76;M
11907;random tyrannosaurus;16;Z
11908;hard marmot;84;Z
11909;imperial goat;63;M
11910;defiant caribou;92;M
11911;public cougar;34;M
11912;mean mollusk;32;Z
11913;fond yak;46;Z
11914;uncomfortable ladybug;37;Z
11915;total tahr;97;Z
11916;fatal nightingale;77;M
11917;above squirrel;45;M
11918;embarrassed mule;34;Z
11919;ugly rook;80;Z
11920;underground dinosaur;75;M
11921;kind parrot;20;Z
11922;cold catfish;73;M
11923;academic lemur;68;Z
11924;informal vulture;77;Z
11925;cool marsupial;18;Z
11926;passing lion;96;M
11927;cloudy bovid;35;Z
11928;striped crocodile;34;M
11929;homeless badger;25;M
11930;satisfactory hawk;28;M
11931;square cheetah;41;Z
11932;dual whippet;43;Z
11933;hostile magpie;54;Z
11934;tough bird;80;Z
11935;solar mole;13;M
11936;zany butterfly;58;Z
11937;handsome muskox;71;Z
11938;wild mammal;31;Z
11939;crazy partridge;91;Z
11940;remote parakeet;47;M
11941;fair sole;50;M
11942;occupational python;26;Z
11943;insufficient wallaby;15;M
