ID;TYPE;NAME;AGE;GENDER;IS_AGRESIVE;IS_FRIENDLY
10293;6;assistant jackal;13;M;Y;N
10294;4;distant centipede;11;Z;N;Y
10295;1;combative amphibian;7;Z;Y;N
10296;4;small panther;15;M;Y;N
10297;0;certain jellyfish;20;M;N;N
10298;4;semantic snipe;7;Z;N;Y
10299;0;commercial clam;1;M;Y;N
10300;8;disabled mongoose;10;M;N;N
10301;4;developing bird;1;Z;N;Y
10302;3;pretty caribou;8;Z;N;N
10303;8;scattered warbler;14;M;Y;Y
10304;8;genetic bee;14;Z;N;Y
10305;5;straight goat;9;Z;N;Y
10306;9;intelligent horse;6;M;N;Y
10307;9;deaf dinosaur;14;M;Y;Y
10308;0;evident turtle;8;Z;Y;Y
10309;0;top porcupine;18;M;N;Y
10310;3;governing anglerfish;13;Z;N;N
10311;1;maximum primate;14;Z;N;N
10312;8;testy locust;11;M;N;N
10313;8;faithful amphibian;1;M;N;Y
10314;0;delicious parakeet;13;Z;N;Y
10315;5;prickly wasp;19;M;N;N
10316;9;healthy nightingale;14;Z;Y;Y
10317;6;convinced cicada;20;Z;Y;Y
10318;2;outstanding canidae;17;M;N;N
10319;0;weak guan;2;M;Y;Y
10320;9;delicious ferret;8;M;N;Y
10321;1;homeless orca;2;Z;Y;N
10322;2;growing pig;9;Z;Y;Y
10323;2;witty cuckoo;2;M;N;Y
10324;7;bored donkey;15;Z;N;N
10325;3;definite halibut;2;M;Y;Y
10326;2;cooperative dinosaur;20;M;Y;Y
10327;8;near chicken;19;Z;N;N
10328;7;shy thrush;15;M;Y;Y
10329;0;cooing nightingale;12;Z;N;N
10330;5;small wren;8;Z;Y;Y
10331;0;established minnow;14;Z;N;Y
10332;9;artificial rhinoceros;18;M;N;N
10333;6;low shrew;14;Z;N;N
10334;4;resonant elephant;12;M;N;Y
10335;3;impressed booby;13;Z;Y;N
10336;0;moral sheep;8;Z;Y;N
10337;0;amateur rook;11;Z;N;N
10338;1;severe flea;15;M;Y;Y
10339;9;intact salamander;8;Z;N;N
10340;4;relieved tuna;11;Z;N;N
10341;8;nutritious shrew;15;Z;N;N
10342;1;hidden wildfowl;8;M;N;Y
10343;7;broken wildcat;20;M;N;N
10344;6;absolute piranha;7;Z;N;N
10345;1;weak aphid;11;Z;N;Y
10346;8;handsome hookworm;10;M;Y;N
10347;6;breakable dragonfly;12;M;Y;Y
10348;9;welsh mockingbird;6;M;N;N
10349;3;elegant skink;8;M;N;Y
10350;9;horizontal catshark;14;M;Y;Y
10351;4;early chimpanzee;19;Z;Y;N
10352;5;voiceless bee;17;M;Y;N
10353;6;helpful spider;7;Z;N;Y
10354;2;sensitive flyingfish;7;M;N;N
10355;1;simple fox;16;M;N;N
10356;4;probable pony;20;Z;Y;Y
10357;8;nervous kangaroo;17;M;N;N
10358;3;satisfied landfowl;13;Z;Y;N
10359;3;rude llama;9;Z;Y;Y
10360;9;colorful guineafowl;6;Z;Y;N
10361;7;mobile mongoose;8;M;N;N
10362;0;unique turtle;9;M;N;Y
10363;1;supporting warbler;17;Z;Y;Y
10364;4;sound jay;17;Z;N;N
10365;2;forward flyingfish;6;M;N;Y
10366;2;raw canidae;11;M;Y;Y
10367;6;relative koi;8;M;Y;N
10368;7;honest hippopotamus;2;Z;N;Y
10369;8;ashamed donkey;14;M;Y;Y
10370;5;critical dingo;10;M;Y;N
10371;3;required chameleon;5;M;Y;Y
10372;6;vast rabbit;2;Z;Y;N
10373;3;victorian gorilla;7;M;Y;N
10374;7;purple pig;14;M;Y;N
10375;6;imperial parrot;11;M;N;N
10376;2;marginal snail;12;Z;N;Y
10377;7;compatible magpie;18;Z;Y;N
10378;5;faithful pelican;4;Z;Y;N
10379;5;hungry mackerel;19;Z;N;Y
10380;3;relieved puma;12;Z;N;Y
10381;0;dead chicken;10;Z;Y;N
10382;7;delicious hare;5;Z;N;N
10383;7;suitable manatee;18;Z;N;N
10384;2;alive snake;3;M;Y;Y
10385;3;potential marten;18;M;Y;Y
10386;1;zealous mockingbird;16;Z;N;Y
10387;3;hurt sole;12;Z;Y;N
10388;3;better swift;3;Z;Y;Y
10389;2;continuous clam;5;Z;N;Y
10390;9;wooden hamster;13;M;N;Y
10391;6;beautiful dragon;20;M;N;N
10392;4;crazy ant;8;M;Y;Y
10393;0;emotional krill;17;M;Y;N
10394;1;handsome gorilla;10;Z;Y;Y
10395;5;necessary wolf;2;Z;Y;N
10396;9;cheerful catfish;8;M;N;N
10397;3;pretty scorpion;18;Z;Y;N
10398;6;high guppy;5;M;Y;Y
10399;4;naked panda;5;Z;Y;Y
10400;6;pretty mackerel;10;Z;N;N
10401;9;great pony;17;M;Y;N
10402;1;squealing meerkat;14;M;Y;Y
10403;9;tender muskox;12;M;N;N
10404;3;useless moose;7;Z;Y;Y
10405;8;excessive capybara;18;Z;N;N
10406;6;alright gayal;18;Z;N;N
10407;0;regulatory cow;3;Z;N;Y
10408;0;unexpected catshark;20;Z;N;N
10409;2;fixed sawfish;2;M;Y;Y
10410;1;fortunate gamefowl;14;M;N;Y
10411;8;coloured harrier;13;Z;Y;Y
10412;6;french lobster;3;M;N;N
10413;1;developing shrew;16;Z;N;Y
10414;9;eager yak;13;M;Y;Y
10415;7;medieval rooster;6;M;N;Y
10416;2;unfortunate finch;13;M;Y;Y
10417;0;genuine chickadee;6;M;Y;Y
10418;2;icy marmoset;15;M;Y;Y
10419;3;scornful camel;16;M;Y;Y
10420;5;sick louse;2;Z;N;Y
10421;2;crowded pelican;12;M;Y;N
10422;2;furious skunk;6;Z;Y;N
10423;7;large swallow;3;Z;Y;Y
10424;9;unacceptable swordfish;12;Z;Y;Y
10425;7;colossal lungfish;17;M;Y;N
10426;9;husky alpaca;11;Z;N;Y
10427;4;fancy cicada;12;M;N;N
10428;9;smart mongoose;12;M;Y;N
10429;6;racial crane;11;Z;N;Y
10430;7;massive scorpion;6;Z;N;Y
10431;8;famous sparrow;12;M;N;N
10432;4;direct anaconda;1;M;N;N
10433;9;wonderful cricket;9;Z;Y;N
10434;0;stuck mule;10;Z;Y;Y
10435;2;disciplinary echidna;11;M;Y;N
10436;1;formidable boa;5;Z;N;Y
10437;5;possible carp;15;M;N;Y
10438;4;light spider;16;M;Y;Y
10439;0;extraordinary fowl;15;Z;Y;Y
10440;1;curly mastodon;1;Z;Y;Y
10441;7;fascinating tuna;1;Z;N;N
10442;7;varied alpaca;17;M;N;Y
10443;6;agreeable moth;11;M;Y;Y
10444;0;straight heron;18;Z;Y;N
10445;0;rude caribou;9;M;Y;N
10446;7;gigantic wildfowl;15;Z;Y;N
10447;5;direct swan;18;Z;Y;Y
10448;4;verbal sheep;15;M;Y;Y
10449;2;precious spider;6;M;Y;Y
10450;6;sole iguana;9;M;N;Y
10451;4;chilly sailfish;20;M;N;Y
10452;0;alright leopon;14;M;Y;Y
10453;9;mature pony;19;M;N;Y
10454;6;ashamed cockroach;15;Z;N;N
10455;1;willing dormouse;4;M;Y;N
10456;6;deep vole;6;M;Y;Y
10457;4;fierce possum;1;M;N;N
10458;9;oral possum;17;M;N;N
10459;3;coherent guineafowl;6;M;N;Y
10460;0;isolated jaguar;17;Z;Y;Y
10461;6;enchanting ferret;1;M;N;N
10462;6;numerous crow;7;M;Y;N
10463;0;delicious perch;17;Z;N;N
10464;1;harsh tiger;9;M;Y;Y
10465;7;circular gamefowl;7;M;Y;Y
10466;6;wonderful piranha;11;M;N;N
10467;4;stale cod;5;M;Y;Y
10468;9;golden bear;16;Z;Y;Y
10469;8;traditional gecko;19;M;Y;N
10470;6;helpful panda;2;M;Y;Y
10471;3;bare halibut;8;Z;Y;Y
10472;8;inner dormouse;9;M;Y;Y
10473;5;pure cougar;5;M;N;N
10474;4;visiting chameleon;14;Z;N;Y
10475;4;victorian crow;2;Z;N;N
10476;9;wet beaver;18;Z;N;Y
10477;5;neat damselfly;19;Z;Y;N
10478;5;central bass;9;Z;Y;N
10479;8;kind thrush;20;Z;Y;Y
10480;6;electric mole;9;Z;N;Y
10481;6;short panther;11;M;N;Y
10482;1;favourable armadillo;11;M;N;N
10483;4;random chickadee;9;M;Y;N
10484;4;physical cardinal;2;M;N;Y
10485;0;fatal platypus;6;M;N;Y
10486;6;brief shark;14;M;Y;Y
10487;3;lovely hare;20;M;N;Y
10488;1;underlying muskox;6;Z;N;Y
10489;5;genetic boar;18;M;N;Y
10490;8;literary gayal;16;M;Y;Y
10491;0;dreadful lamprey;10;M;N;Y
10492;2;imaginative cattle;10;Z;Y;Y
10493;1;round roundworm;17;Z;Y;N
10494;2;just hoverfly;7;Z;N;N
10495;1;working barracuda;3;Z;Y;Y
10496;0;shy leopard;10;M;N;N
10497;6;uptight meadowlark;1;M;N;Y
10498;9;scary nightingale;3;M;Y;N
10499;8;probable swordfish;4;Z;N;Y
10500;2;appropriate alpaca;20;M;N;N
10501;5;considerable cod;13;M;Y;N
10502;7;graceful dog;1;M;N;N
10503;7;governing pelican;11;Z;N;N
10504;3;slow swift;9;M;N;N
10505;7;strategic ferret;2;Z;N;N
10506;5;obnoxious tarsier;7;Z;N;N
10507;1;unfair louse;6;M;Y;Y
10508;4;top opossum;4;Z;N;Y
10509;1;skinny gayal;5;M;N;Y
10510;0;gothic parrotfish;17;Z;Y;Y
10511;4;peculiar cat;16;M;Y;Y
10512;4;alive orca;10;Z;Y;Y
10513;8;external bison;11;Z;N;N
10514;8;grubby cat;18;M;Y;Y
10515;3;real boar;10;Z;Y;Y
10516;0;muddy meadowlark;3;M;N;N
10517;9;sexual finch;11;Z;N;Y
10518;6;precious bedbug;14;M;Y;Y
10519;6;yellow kiwi;19;M;N;N
10520;3;wee tapir;11;M;N;N
10521;6;aggressive catfish;15;M;Y;Y
10522;2;great rook;2;M;N;Y
10523;8;deaf cephalopod;14;Z;N;N
10524;9;selected salamander;3;Z;N;Y
10525;8;uncomfortable louse;2;Z;N;N
10526;9;sharp lobster;4;Z;Y;Y
10527;0;lovely iguana;11;Z;Y;Y
10528;0;odd basilisk;19;M;Y;N
10529;3;constitutional loon;8;M;N;Y
10530;9;modern starfish;1;Z;N;N
10531;2;linguistic porcupine;13;M;N;Y
10532;1;conscious earthworm;5;M;N;N
10533;0;lengthy turtle;13;M;N;N
10534;1;available carp;16;M;N;Y
10535;8;spontaneous cat;19;M;Y;Y
10536;6;dark egret;17;Z;Y;N
10537;0;genuine tapir;19;M;N;Y
10538;8;visual panda;5;M;Y;Y
10539;3;peculiar termite;10;Z;Y;N
10540;9;inc stork;14;Z;N;N
10541;7;thoughtful wildfowl;7;Z;N;N
10542;5;substantial mite;11;M;Y;N
10543;1;minimal heron;6;Z;Y;Y
10544;3;near giraffe;13;M;Y;Y
10545;1;possible albatross;4;Z;Y;Y
10546;2;slow goat;20;Z;Y;Y
10547;8;jolly yak;14;Z;N;N
10548;6;safe peafowl;16;M;N;Y
10549;9;plain anglerfish;2;Z;N;N
10550;8;silly swift;19;M;Y;N
10551;5;external sawfish;11;M;N;N
10552;9;extra pigeon;2;M;Y;Y
10553;1;immediate smelt;12;Z;N;Y
10554;6;shiny alpaca;17;M;N;N
10555;7;acceptable vicuna;7;Z;N;Y
10556;6;secure rodent;2;M;Y;N
10557;6;embarrassed tarsier;19;Z;Y;N
10558;7;wooden beetle;17;Z;Y;N
10559;2;institutional sole;17;M;Y;Y
10560;4;principal coral;5;Z;N;N
10561;2;existing warbler;14;Z;N;N
10562;4;independent rook;13;M;Y;Y
10563;7;sympathetic dog;14;Z;Y;Y
10564;6;critical swordtail;6;M;N;Y
10565;4;administrative swallow;17;M;N;Y
10566;6;awake raven;4;Z;Y;N
10567;5;monetary lungfish;16;Z;Y;N
10568;8;damaged tarsier;17;M;Y;Y
10569;8;empty pinniped;9;Z;N;N
10570;9;sophisticated panther;2;M;N;Y
10571;0;strategic tiger;12;Z;Y;N
10572;3;monetary squirrel;10;Z;Y;N
10573;3;full viper;4;Z;Y;N
10574;7;legal halibut;20;Z;Y;Y
10575;8;increasing dog;10;M;N;N
10576;8;emotional mole;9;M;N;Y
10577;3;inner jaguar;6;M;N;N
10578;0;dark bedbug;18;M;N;N
10579;8;beautiful kite;11;Z;N;N
10580;5;logical koi;3;Z;Y;N
10581;2;operational tarantula;3;M;N;N
10582;2;rainy pig;14;M;Y;N
10583;1;characteristic tuna;10;M;N;N
10584;7;thoughtless egret;16;M;Y;N
10585;2;naughty carp;17;Z;Y;Y
10586;9;noble minnow;14;M;Y;Y
10587;0;strange sailfish;1;M;Y;N
10588;0;panicky bonobo;19;M;N;N
10589;9;misty cougar;8;Z;Y;Y
10590;1;living angelfish;4;M;Y;Y
10591;9;powerful bonobo;14;M;N;Y
10592;8;hilarious puma;11;M;N;Y
10593;6;grand goldfish;14;Z;Y;Y
10594;1;resident hamster;11;Z;Y;N
10595;2;manual canidae;2;M;Y;N
10596;1;many bug;18;Z;Y;Y
10597;6;horrible wasp;12;Z;Y;N
10598;5;colonial stork;9;Z;N;Y
10599;0;wet snake;16;M;N;N
10600;4;main cod;4;Z;N;Y
10601;0;missing crane;18;M;Y;Y
10602;9;grim stingray;16;M;Y;Y
10603;0;ashamed rodent;2;M;Y;Y
10604;3;feminist dragonfly;11;M;Y;N
10605;4;gross jackal;7;Z;N;N
10606;0;diverse octopus;20;M;Y;N
10607;6;vivid locust;9;Z;N;Y
10608;0;pleasant squirrel;15;M;Y;N
10609;9;neighbouring bee;8;Z;Y;N
10610;2;managerial gerbil;8;Z;Y;N
10611;3;resulting kiwi;8;M;Y;N
10612;8;quiet marten;1;Z;N;Y
10613;2;big bee;16;Z;Y;N
10614;3;yellow sparrow;17;Z;Y;N
10615;1;fiscal jellyfish;11;M;Y;Y
10616;4;worried impala;12;Z;Y;Y
10617;7;social penguin;20;Z;N;N
10618;3;slim mollusk;20;Z;Y;Y
10619;6;running coral;7;Z;N;N
10620;0;wonderful crawdad;12;Z;Y;Y
10621;9;funny viper;10;M;N;N
10622;2;funny chameleon;3;Z;Y;Y
10623;5;lucky shrimp;12;Z;N;N
10624;9;double frog;6;Z;N;N
10625;4;magnificent shrimp;3;Z;Y;Y
10626;8;asleep mammal;15;Z;N;N
10627;4;ethical camel;1;Z;N;N
10628;2;meaningful asp;8;Z;N;N
10629;9;retired lobster;4;Z;Y;Y
10630;9;structural gull;3;Z;N;N
10631;4;nice warbler;12;M;Y;N
10632;2;inland hawk;2;Z;N;Y
10633;1;used grouse;4;M;N;N
10634;8;tasteless kingfisher;9;Z;Y;Y
10635;1;endless eel;15;Z;N;Y
10636;2;great barracuda;13;M;N;Y
10637;9;structural emu;16;Z;N;Y
10638;4;industrial woodpecker;14;M;Y;N
10639;4;mute dog;3;M;Y;N
10640;9;frequent magpie;1;Z;N;Y
10641;5;rolling dog;3;Z;N;N
10642;9;victorious hamster;7;M;Y;N
10643;6;selective ladybug;9;M;Y;N
10644;0;ordinary lobster;3;M;Y;N
10645;1;brainy crane;12;Z;Y;N
10646;9;grey rabbit;8;Z;Y;N
10647;3;registered deer;4;Z;N;Y
10648;6;comparative bobcat;17;Z;N;N
10649;9;embarrassing chipmunk;18;Z;Y;Y
10650;2;small jellyfish;12;M;Y;Y
10651;7;ill porcupine;18;M;Y;N
10652;9;beneficial giraffe;3;Z;N;Y
10653;8;capitalist elephant;8;Z;N;Y
10654;8;used bison;6;Z;N;Y
10655;3;thorough yak;11;M;N;Y
10656;0;prominent jay;20;Z;N;N
10657;0;statutory jay;3;M;Y;Y
10658;8;invisible cricket;16;Z;N;Y
10659;1;pink marmoset;8;Z;N;Y
10660;2;aware roundworm;9;M;Y;Y
10661;0;promising lamprey;18;Z;Y;N
10662;7;frozen partridge;19;Z;Y;N
10663;4;green shark;14;Z;N;N
10664;4;electrical bee;4;M;Y;N
10665;8;coloured rabbit;7;M;Y;Y
10666;3;unlikely rabbit;14;Z;N;Y
10667;3;skilled capybara;1;M;Y;Y
10668;5;faithful halibut;19;M;Y;Y
10669;3;thundering snail;3;Z;Y;N
10670;3;specific lemur;14;Z;N;Y
10671;9;able leopard;6;M;N;N
10672;3;defensive pheasant;1;M;Y;Y
10673;2;mad skunk;18;M;Y;N
10674;8;manual sheep;13;M;Y;N
10675;5;tender ferret;8;M;N;Y
10676;6;implicit cod;12;M;N;N
10677;7;occasional earwig;4;Z;N;N
10678;3;awkward cephalopod;8;Z;Y;Y
10679;5;funny dog;12;M;Y;N
10680;7;prospective newt;20;Z;Y;N
10681;8;geographical crawdad;6;Z;Y;Y
10682;6;broad rooster;12;Z;Y;Y
10683;5;huge lizard;18;M;Y;Y
10684;5;aggressive fish;15;Z;N;Y
10685;9;happy turtle;19;Z;Y;Y
10686;2;wrong hamster;8;Z;N;Y
10687;7;funny beaver;12;M;N;N
10688;2;estimated mastodon;20;M;N;N
10689;3;bright kiwi;18;Z;Y;N
10690;3;inherent anglerfish;14;Z;Y;Y
10691;0;satisfied fly;4;M;Y;N
10692;6;essential antelope;13;Z;Y;Y
10693;4;hot horse;4;M;Y;N
10694;0;calm possum;8;Z;Y;N
10695;5;terrible booby;10;M;N;N
10696;4;long unicorn;19;Z;Y;N
10697;2;right dragonfly;8;Z;Y;N
10698;4;revolutionary cat;17;M;N;Y
10699;6;potential cod;10;M;N;N
10700;6;necessary bobolink;17;M;Y;Y
10701;1;favourable rodent;16;M;N;N
10702;4;acceptable bovid;7;Z;Y;Y
10703;1;written hamster;13;Z;Y;Y
10704;3;distinct peafowl;4;Z;N;Y
10705;1;automatic raccoon;2;M;Y;Y
10706;5;fragile pinniped;14;Z;Y;N
10707;9;cruel cat;9;M;N;Y
10708;8;healthy scallop;11;M;N;N
10709;2;funny goldfish;11;M;Y;N
10710;9;bitter firefly;6;Z;N;Y
10711;2;regional bass;18;M;Y;Y
10712;9;lesser sawfish;5;M;Y;Y
10713;3;rough manatee;14;M;N;Y
10714;8;classic guineafowl;2;Z;Y;N
10715;0;high raccoon;4;M;N;Y
10716;0;academic felidae;9;M;Y;N
10717;3;nearby worm;15;M;Y;Y
10718;1;operational slug;8;Z;Y;Y
10719;4;thoughtful dolphin;20;M;Y;N
10720;7;plain minnow;11;M;Y;N
10721;2;uncomfortable cat;1;M;N;N
10722;5;funny orangutan;4;M;Y;N
10723;9;average unicorn;12;M;N;Y
10724;4;remarkable hummingbird;17;M;Y;Y
10725;4;underlying caribou;9;Z;Y;N
10726;8;welsh mammal;17;M;Y;N
10727;8;big squid;9;M;Y;N
10728;2;unknown lobster;3;Z;N;N
10729;5;remote macaw;9;Z;Y;Y
10730;3;immediate vulture;14;M;N;Y
10731;8;colonial snipe;13;M;Y;Y
10732;2;magnificent crab;11;Z;N;Y
10733;8;nursing pigeon;2;M;N;N
10734;8;large shark;6;M;Y;N
10735;8;selected carp;11;Z;N;N
10736;4;slight sturgeon;5;Z;N;N
10737;4;great pig;15;Z;N;Y
10738;1;thorough wolf;7;M;N;Y
10739;9;secret lobster;15;M;Y;Y
10740;1;frantic pike;2;Z;Y;N
10741;0;unexpected rook;5;Z;Y;N
10742;0;applicable otter;7;M;Y;Y
10743;1;marxist turkey;9;Z;Y;N
10744;5;strict flamingo;11;Z;N;N
10745;4;historic sturgeon;2;Z;Y;N
10746;5;electronic viper;11;Z;Y;Y
10747;2;beautiful dog;1;M;Y;Y
10748;0;interim meadowlark;15;Z;Y;N
10749;7;honest parrotfish;13;M;Y;N
10750;5;evident rabbit;14;M;N;N
10751;3;worried prawn;16;Z;Y;N
10752;1;skinny fox;4;Z;N;N
10753;3;personal chickadee;16;M;N;Y
10754;3;casual spider;11;Z;Y;Y
10755;1;funny lion;2;M;N;Y
10756;7;large mosquito;14;Z;Y;N
10757;9;important leopard;12;M;N;Y
10758;9;visiting worm;9;Z;Y;Y
10759;0;previous butterfly;8;Z;Y;N
10760;8;necessary sloth;18;M;N;N
10761;7;essential tapir;18;Z;N;Y
10762;7;mutual prawn;3;M;N;N
10763;1;corporate swift;6;Z;N;N
10764;5;helpful unicorn;15;M;Y;Y
10765;9;bright mongoose;6;M;N;Y
10766;9;dying hare;15;Z;N;N
10767;2;cool pony;1;M;N;N
10768;0;creative lizard;18;Z;N;N
10769;2;splendid grouse;6;M;Y;Y
10770;0;greek felidae;17;Z;N;Y
10771;4;scornful partridge;18;M;N;Y
10772;6;interior cougar;15;Z;N;N
10773;2;tricky fly;12;M;Y;N
10774;4;competent centipede;18;M;Y;Y
10775;2;rich planarian;5;M;Y;N
10776;1;wrong mockingbird;2;Z;N;Y
10777;9;reasonable angelfish;6;Z;N;Y
10778;5;crazy bovid;18;M;Y;Y
10779;8;wooden boa;7;Z;Y;Y
10780;5;significant duck;17;M;N;Y
10781;0;interior grouse;1;M;Y;N
10782;3;stupid coyote;19;M;N;Y
10783;4;rigid swordfish;17;M;Y;N
10784;6;sticky wasp;5;Z;N;N
10785;4;broad halibut;14;Z;N;Y
10786;3;bored hamster;14;M;N;Y
10787;3;democratic caterpillar;9;M;Y;Y
10788;8;outside planarian;3;Z;Y;N
10789;9;hungry marlin;10;Z;Y;Y
10790;9;dangerous wildcat;12;M;Y;Y
10791;3;primary raccoon;16;M;Y;Y
10792;1;evident jaguar;15;M;N;Y
10793;7;adjacent aardvark;10;Z;N;Y
10794;9;dusty chameleon;18;Z;N;N
10795;0;particular chicken;6;M;Y;Y
10796;1;spotty caterpillar;15;Z;N;N
10797;6;invisible donkey;20;Z;Y;Y
10798;9;friendly egret;9;Z;Y;Y
10799;4;spotty bobolink;12;M;Y;N
10800;0;organisational wildebeest;11;M;N;N
10801;6;distinguished ferret;19;M;N;Y
10802;6;immediate swan;14;M;N;N
10803;4;accused horse;14;Z;N;Y
10804;6;helpful firefly;4;Z;Y;Y
10805;2;remarkable gecko;4;M;N;Y
10806;3;splendid horse;14;M;N;N
10807;4;worrying lark;14;Z;Y;Y
10808;3;reasonable alpaca;17;Z;N;N
10809;7;retired pig;17;Z;Y;Y
10810;7;emotional hedgehog;10;Z;N;N
10811;8;known falcon;20;Z;N;N
10812;1;small krill;3;Z;N;Y
10813;7;substantial guan;5;Z;Y;N
10814;2;expected worm;2;Z;N;N
10815;2;defeated cobra;17;Z;N;N
10816;5;ashamed takin;18;Z;Y;N
10817;1;grieving dove;7;Z;N;N
10818;4;rapid porcupine;12;Z;Y;Y
10819;8;short cicada;10;Z;N;Y
10820;4;smiling donkey;12;Z;N;Y
10821;0;effective bedbug;11;M;N;Y
10822;5;net damselfly;1;Z;N;Y
10823;7;awful rattlesnake;6;M;N;N
10824;2;crowded hippopotamus;12;Z;N;N
10825;7;puzzled stoat;14;Z;N;Y
10826;4;educational kiwi;9;Z;N;N
10827;9;latin horse;6;Z;Y;Y
10828;8;better aphid;6;M;N;N
10829;1;nearby jellyfish;18;M;N;Y
10830;2;low angelfish;12;Z;Y;N
10831;1;notable chickadee;18;Z;N;Y
10832;1;immediate kingfisher;19;M;Y;Y
10833;5;parental caterpillar;17;M;Y;N
10834;3;plain goldfish;17;Z;Y;Y
10835;6;weekly bird;10;Z;N;N
10836;6;inclined hippopotamus;1;M;N;N
10837;0;beautiful tarantula;6;M;N;N
10838;5;brave ape;16;M;Y;Y
10839;3;average cat;20;Z;N;Y
10840;3;growing manatee;5;M;N;N
10841;0;outer jay;3;M;Y;Y
10842;9;unemployed harrier;17;M;N;Y
10843;3;inclined jellyfish;12;Z;N;Y
10844;2;bitter lizard;5;M;Y;Y
10845;6;robust mastodon;13;Z;Y;N
10846;5;hon salamander;1;M;N;N
10847;9;tasty jackal;19;M;Y;N
10848;5;alone angelfish;15;Z;Y;Y
10849;9;southern cricket;19;M;Y;N
10850;3;parental hawk;8;Z;N;Y
10851;6;very locust;5;M;N;Y
10852;1;quick worm;4;M;N;Y
10853;7;successful bat;2;M;N;N
10854;1;naughty galliform;6;M;N;Y
10855;4;creepy squirrel;3;M;N;N
10856;5;ugliest panther;4;Z;Y;Y
10857;2;jolly mollusk;20;M;N;N
10858;4;tall squirrel;8;Z;Y;Y
10859;6;general macaw;5;M;Y;Y
10860;0;salty magpie;5;M;Y;N
10861;6;usual booby;17;M;N;Y
10862;0;unusual fly;13;Z;N;N
10863;2;certain centipede;9;Z;N;N
10864;1;respectable octopus;13;M;Y;Y
10865;1;unknown condor;11;Z;Y;N
10866;7;anxious muskox;16;Z;N;N
10867;4;competitive salamander;9;Z;Y;N
10868;9;polite centipede;11;M;Y;Y
10869;0;hurt condor;10;Z;N;N
10870;4;sour cheetah;1;Z;N;Y
10871;8;private pigeon;18;M;N;Y
10872;7;associated toad;10;M;Y;Y
10873;2;agreeable salamander;9;M;N;N
10874;3;witty horse;10;Z;Y;Y
10875;9;improved scallop;15;Z;Y;N
10876;0;hilarious fox;6;Z;Y;N
10877;2;few donkey;2;M;N;N
10878;7;open cattle;7;Z;Y;N
10879;1;awful yak;16;Z;Y;Y
10880;4;registered louse;17;Z;N;N
10881;8;massive wildcat;7;M;N;Y
10882;2;arbitrary guineafowl;20;Z;N;Y
10883;9;unaware barnacle;1;M;Y;Y
10884;6;alert parrot;17;Z;Y;N
10885;0;orange eagle;12;M;Y;N
10886;8;various frog;19;M;N;N
10887;4;complicated flea;10;Z;N;N
10888;3;heavy bison;2;M;N;N
10889;9;furious minnow;11;M;Y;N
10890;6;nutty hookworm;5;M;N;Y
10891;4;social kingfisher;13;Z;Y;N
10892;0;wet mole;1;Z;Y;N
10893;7;planned stoat;8;M;Y;Y
10894;6;slow parrotfish;6;Z;N;N
10895;2;old swordtail;3;Z;Y;N
10896;4;mathematical jay;16;M;N;N
10897;4;purple takin;13;M;Y;Y
10898;8;dirty alpaca;4;Z;N;Y
10899;0;helpful lion;6;Z;N;Y
10900;9;light grouse;10;Z;Y;N
10901;2;broad tuna;16;M;N;N
10902;7;national centipede;20;M;Y;N
10903;1;blue bat;4;Z;Y;Y
10904;2;slow hippopotamus;13;M;N;Y
10905;3;mysterious crayfish;14;M;Y;N
10906;2;limited wasp;11;M;Y;Y
10907;6;intact goldfish;9;M;Y;Y
10908;4;impressive iguana;17;Z;Y;N
10909;7;alternative tyrannosaurus;5;M;Y;N
10910;5;thoughtless toucan;1;M;Y;Y
10911;2;functional swordtail;12;Z;Y;N
10912;2;robust snail;11;Z;Y;N
10913;4;dull skink;10;M;N;N
10914;7;important reptile;19;Z;Y;N
10915;3;inquisitive crocodile;5;Z;N;Y
10916;4;disappointed badger;7;M;N;N
10917;7;content cow;12;Z;N;N
10918;4;tricky aardwolf;3;M;Y;Y
10919;1;nice ladybug;15;M;N;Y
10920;3;loose mosquito;10;Z;N;Y
10921;5;coming dog;7;Z;N;Y
10922;2;near salamander;9;Z;Y;N
10923;6;tender duck;9;Z;N;Y
10924;2;giant peafowl;19;M;N;N
10925;4;systematic leech;10;Z;Y;N
10926;0;total crow;6;M;N;Y
10927;2;medical goose;14;Z;N;Y
10928;7;careful parakeet;19;Z;Y;Y
10929;5;filthy asp;12;Z;N;N
10930;7;eager silverfish;9;Z;N;Y
10931;9;wet crab;2;Z;N;N
10932;3;fortunate bobcat;9;M;N;N
10933;7;fierce vole;16;Z;Y;Y
10934;1;cuddly raccoon;15;Z;Y;Y
10935;6;dull kite;17;Z;Y;Y
10936;9;tired jackal;6;Z;Y;Y
10937;3;amused goldfish;3;M;N;N
10938;5;patient donkey;8;Z;N;Y
10939;8;senior orangutan;18;M;N;Y
10940;3;dangerous flyingfish;14;Z;Y;Y
10941;7;responsible koi;13;Z;Y;N
10942;0;possible crayfish;16;Z;Y;Y
10943;5;greasy stoat;13;M;N;N
10944;3;elated xerinae;9;Z;Y;N
10945;6;national urial;3;Z;Y;N
10946;2;significant mongoose;18;Z;Y;Y
10947;8;marked guineafowl;14;M;N;N
10948;1;persistent rabbit;7;M;Y;N
10949;7;political reindeer;6;M;Y;Y
10950;9;creepy mule;12;M;N;N
